Airport Code,Latitude,Longitude
SXR,33.983333,74.783333
UMC,-7.016667,145.966667
BSO,20.433333,121.983333
YUL,45.470556,-73.740833
LLA,65.543889,22.121944
ASH,42.781667,-71.514722
ILA,-3.833333,137.583333
MMJ,36.283333,138.0
FOY,8.366667,-10.216667
MRO,-40.966667,175.633333
DLH,46.833333,-92.183333
GTC,26.783333,-77.333333
ZWW,52.166667,-2.016667
OLV,34.966667,-89.833333
KGU,5.366667,116.166667
SZU,13.433333,-6.283333
BJX,20.993333,-101.480833
AKY,20.116667,92.866667
MSH,20.166667,58.25
WAB,-5.483333,143.733333
LWM,42.716667,-71.116667
ONP,44.583333,-124.05
PPA,35.533333,-100.95
RFK,32.966667,-90.833333
MYO,-18.2,124.2
GDI,9.733333,21.583333
UAI,-9.3,125.283333
SPP,-14.633333,17.733333000000000
BTD,-18.633333,135.933333
VIE,48.110278,16.569722
AAG,-24.166667,-49.666667
BCH,-8.485556,126.399444
EDM,46.7,-1.383333
UAP,-9.35,-140.05
HDM,34.85,48.55
WBN,42.466667,-71.15
MBS,43.532778,-83.079722
CLC,29.5575,-95.139167
RLD,46.3,-119.3
BEA,-8.65,146.483333
VKT,67.483333,63.983333
GSU,14.133333,35.316667
VVK,57.75,16.633333
AFF,38.969722,-104.813056
FPO,26.558611,-78.695556
WRA,6.966667,45.333333
CMM,17.5,-90.166667
AYW,-1.2,132.5
PLZ,-33.983333,25.616667
LIW,19.691389,97.214722
LYK,-8.95,117.233333
KSW,33.215833,35.595556
LFK,31.25,-94.752778
MIW,42.116667,-92.916667
ILM,34.270556,-77.9025
PPE,31.583333,-113.833333
FAQ,-5.166667,145.816667
IMO,5.033333,25.133333
BMI,40.477222,-88.915833
AKO,40.175556,-103.221944
WPM,-8.75,142.85
BSK,34.8,5.733333
AFA,-34.583333,-68.4
WGZ,-25.566667,146.833333
LNN,41.633333,-81.416667
BLO,65.666667,-20.3
NVY,11.6,79.433333
RKO,-2.083333,99.683333
LAU,-2.233333,40.85
HOE,20.5,103.75
NME,60.483333,-164.0
RUY,14.833333,-89.133333
KGF,49.833333,73.166667
MEH,71.033333,27.833333
HUC,18.133333,-65.816667
FCT,56.8,41.266667
ALW,46.1,-118.3
JPA,-7.15,-34.966667
YXH,50.018889,-110.720833
XWZ,58.783333,16.9
BOK,42.05,-124.283333
AWN,-26.483333,139.316667
EPR,-33.683333,121.816667
LFP,-14.916667,144.333333
XKS,53.533333,-88.75
CRN,57.65,-4.05
BNG,33.933333,-116.866667
BXD,-7.166667,139.583333
HHE,40.55,141.483333
PZH,32.066667,69.833333
DGT,9.3,123.3
HAU,59.416667,5.3
ZYF,9.383333,38.033333
KIG,-30.2,17.266667000000000
IST,40.976944,28.821111
LKZ,52.366667,-1.4
WBI,-30.783333,121.483333
VPE,-17.05,15.6
NWU,32.333333,-64.75
DRA,-29.133333,29.733333000000000
KAL,64.333333,-158.7
NTU,-41.933333,145.35
MDG,44.6,129.5
IDA,43.516667,-112.066667
GYR,33.433333,-112.35
JAE,9.716667,-82.983333
TGH,-16.9,168.55
ROT,-38.15,176.266667
XYM,49.65,22.75
JAP,10.95,-85.85
XQU,49.350556,-124.450556
GFE,-33.9,148.166667
YRV,50.983333,-118.2
WAT,52.197222,-7.088889
WIU,-5.566667,149.183333
BAV,40.666667,109.983333
IVO,10.016667,-74.683333
JAH,43.283333,5.6
SOW,34.265556,-110.005556
TOH,10.166667,-70.25
AYN,36.1,114.35
KCN,53.416667,-167.55
UST,29.95,-81.333333
SCE,40.772222,-77.883333
MZF,-30.85,29.766667000000000
TBJ,36.954444,8.758056
FCA,48.316667,-114.266667
SGV,-41.5,-65.35
HMG,-23.966667,132.666667
XWW,48.25,16.416667
KOS,10.6,103.683333
SJR,8.766667,-76.533333
KAU,63.1,23.083333
NGM,13.449722,144.75
PYC,9.3,-78.25
EPT,-5.033333,141.666667
SHW,17.416667,47.1
GNU,59.116667,-161.516667
KLP,57.558333,-134.866667
BPU,33.3,131.533333
CXR,12.2275,109.192222
KRZ,-1.45,19.0
HPV,22.2125,-159.446667
ROG,36.333333,-94.116667
WGC,17.914444,79.602222
SUF,38.9,16.233333
WMA,-15.833333,48.833333
TDV,-16.116667,45.466667
SMW,26.733333000000000,-11.683333
BVP,-5.383333,141.7
UVF,13.75,-60.95
PMI,39.55,2.733333
KBV,8.095833,98.988889
TUN,36.853611,10.228611
PWD,48.766667,-104.55
PHX,33.433333,-112.033333
SYV,31.516667000000000,-83.833333
KBO,-6.083333,26.916667
UGO,-7.583333,14.983333
MOO,-28.133333,140.233333
ITN,-14.8,-39.383333
ZUM,53.566667,-64.116667
XBW,42.65,-80.816667
PLC,8.4,-75.6
NDC,19.183333,77.316667
KLK,3.516667,35.833333
SII,29.366667,-10.183333
OTD,8.666667,-79.583333
MLD,42.336111,-112.3
SYL,80.0,-75.866667
BJJ,40.8,-81.933333
XXU,60.283333,15.983333
BZZ,51.75,-1.583889
DUJ,41.178333,-78.898611
YOY,46.883333,-71.483333
NSM,-32.2,121.75
PEZ,53.216667,45.0
ANY,37.15,-98.033333
API,4.068889,-73.051944
CYO,21.6175,-81.550833
LMH,15.866667,-85.55
CIE,-33.35,116.15
YCL,47.990833,-66.330278
YMM,56.65,-111.216667
RBA,34.05,-6.75
ERO,61.0,8.15
EGV,45.933333,-89.266667
YUM,32.65,-114.6
MUU,40.383333,-77.883333
GCY,36.183333,-82.816667
JVL,42.616667,-89.033333
TVL,38.883333,-120.0
WWS,53.616667,-1.25
TLO,-30.816667,-64.916667
WNP,13.683333,123.133333
NAX,18.433333,-72.383333
RCK,30.65,-97.0
KOT,63.033333,-163.533333
GIC,-9.266667,142.2
WWA,61.583333,-149.433333
IPN,-19.5,-42.533333
YGB,49.7,-124.533333
YYF,49.466667,-119.6
ARN,59.651944,17.918611
SOR,34.4,40.166667
ESN,38.808333,-76.075
TKB,-7.633333,146.566667
GBR,42.184167,-73.403333
HGR,39.7,-77.716667
PWO,-8.466667,28.883333
PTQ,-1.738889,-52.244444
SXU,6.833333,37.75
HOH,47.383333,9.7
NAQ,77.5,-69.166667
MUF,-7.383333,140.333333
PBW,9.533333,-0.216667
LNM,-7.216667,146.2
KEZ,6.85,80.55
AIF,22.666667,-50.416667
ZEM,52.25,-78.516667
WBD,-15.2,48.483333
KPI,2.0,112.916667
LWR,53.228611,5.760556
AMZ,-37.029722,174.973333
PKL,-36.35,174.15
ZND,13.783333,8.983333
FSU,34.466667,-104.25
DUC,34.466667,-97.966667
WTK,67.583333,-163.0
PEP,-14.15,130.1
RLP,-18.433333,144.466667
NDJ,12.133333,15.033333
UPB,23.131944,-82.364167
DLP,48.8725,2.775833
ERU,-8.416667,147.083333
KGH,-8.583333,147.5
DPL,8.6,123.35
CEK,55.3,61.5
AJR,65.591389,19.285556
KSK,59.333333,14.516667
UNT,60.75,-0.85
PWR,56.383333,-134.65
OWE,0.283333,9.5
TMA,31.428889,-83.488611
HKY,35.733333,-81.383333
EWB,41.683333,-70.966667
SWY,4.216667,100.7
BJV,37.250556,27.664444
AHN,33.95,-83.333333
YDT,49.066667,-123.0
YZS,64.2,-83.366667
MNW,-22.5,135.166667
MLA,35.866667,14.483333
AGA,30.383333,-9.55
THH,-35.816667,173.65
ERZ,39.956389,41.170278
FWL,62.516667,-153.9
FCH,19.291389,-99.425833
ORY,48.716667,2.383333
SGE,50.707778,8.083056
MRX,30.556111,49.151944
MSQ,53.8825,28.030833
OUS,-22.983333,-49.866667
LUA,27.7,86.733333
SCV,47.6875,26.354167
OIL,41.434444,-79.830833
GMT,65.4,-161.283333
OLF,48.083333,-105.566667
MKR,-26.6,118.55
PAX,19.933333,-72.841667
SZH,0.966666999999999,117.133333
SYB,58.166667,-152.5
SMU,61.8,-147.666667
CDE,8.233333,-77.333333
KUF,53.504722,50.164444
RHG,-1.5,29.633333
WLS,-13.3,-176.166667
FDU,-3.311389,17.381667
ANG,45.666667,0.2
JLP,43.566667,7.1
XFW,53.516667,9.866667
SAK,65.75,-19.65
HLT,-37.65,142.066667
ORR,-35.033333,137.6
CEL,24.958333,-76.45
MTG,-15.016667,-60.016667
JAM,42.516667,26.483333
YLP,50.283333,-64.15
TMD,16.25,-8.166667
TGZ,16.75,-93.116667
TET,-16.104722,33.640278
PGP,0.033333,6.533333
XLS,16.05,-16.45
PMA,-5.233333,39.8
FTY,9.716667,-82.983333
BFL,35.433611,-119.056667
CUV,8.766667,-72.55
DYM,-23.866667,141.25
RIG,-32.083333,-52.166667
SNZ,-21.55,-42.283333
CVE,9.4,-75.733333
LCO,-1.8,14.866667
LKC,-2.316667,14.6
OFI,9.6,-4.033333
SKP,41.961667,21.621389
GHC,25.750278,-77.85
PEK,40.063333,116.584444
SHS,30.316667,112.233333
IGO,7.6850000000000000,-76.694722
HMN,37.633333,-6.433333
SHR,44.766667,-106.966667
XYR,-3.883333,141.783333
IEV,50.4,30.466667
FCS,19.45,-71.7
CGS,39.0,-76.916667
HII,34.568333,-114.355278
YNZ,33.385556,120.125278
BOB,-16.433333,-151.75
BCK,-17.4,144.166667
GTT,-18.416667,143.783333
YAE,50.116667,-1.983333
NDU,-17.966667,19.716667
SIG,18.45,-66.1
BAX,53.363889,83.538611
SBN,41.7,-86.316667
ZKG,50.188889,-61.291667
YMI,49.983333,-94.733333
ZSP,47.75,-69.416667
YWM,52.333333,-56.0
ZAX,25.083333,119.05
UBI,-6.716667,155.7
IFO,48.883333,24.683333
OBO,42.883333,143.166667
BNR,10.633333,-4.766667
KYL,25.083333,-80.4
SQV,48.083333,-123.1
CIT,42.3,69.6
HNN,-6.233333,142.216667
MVW,48.416667,-122.333333
WMK,55.733333,-132.2
DNV,40.199722,-87.595556
GMA,3.266667,19.766667000000000
YHE,49.383333,-121.433333
YPN,49.833333,-64.283333
XIK,45.5,9.5
BZD,-34.633333,143.55
POP,19.8,-70.666667
CTN,-15.45,145.183333
GKL,-23.183333,150.95
GPB,-25.383333,-51.45
YNK,50.083333,-125.916667
RVR,38.966667,-110.25
CGU,8.583333,-64.216667
CYP,12.083333,124.55
BKW,37.783333,-81.116667
HAF,37.483333,-122.466667
LXV,39.333333,-106.5
LZI,-4.95,14.133333
HWN,-18.366667,26.516667000000000
BME,-17.944722,122.231667
DVP,-24.166667,141.083333
PVH,-8.709167,-63.902222
ZHP,55.433333,-116.483333
XIL,43.966667,116.066667
BGW,33.283333,44.5
BKU,-23.733333000000000,44.383333
NUJ,38.483333,45.966667
MYL,45.883333,-116.1
GFB,-0.333333,122.0
MSG,-29.733333000000000,28.75
RHP,27.333333,87.008333
AML,8.3,-82.866667
MNP,8.933333,-12.516667
MMK,68.781667,32.750833
YHS,49.466667,-123.75
IMZ,31.1,61.933333
CSZ,-37.466667,-61.916667
EVN,40.147222,44.395833
WLA,-19.766667000000000,120.65
WGF,-29.066667,27.733333000000000
MIR,35.758056,10.754722
GLA,55.871944,-4.433056
SDT,34.816389,72.352778
LMD,-40.833333,-68.133333
CXT,-20.05,146.266667
JCC,-38.7,-60.016667
DKK,42.483333,-79.333333
LKP,44.264444,-73.961944
GWY,53.283333,-9.033333
GHT,24.966667,10.166667
KLV,50.5,12.841667
MOX,-16.166389,38.721944
RND,6.233333,-76.733333
WSN,58.7,-157.0
PZO,8.3,-62.733333
SJH,10.766667,-73.016667
LKT,5.85,-5.683333
JCO,36.016667,14.333333
XGA,10.333333,-3.183333
YQQ,49.710833,-124.886667
YQM,46.112222,-64.678611
FSP,46.916667,-56.166667
MWE,18.45,31.833333
BZP,-15.216667,144.633333
IGB,-41.3,-69.583333
AMT,-26.2,131.116667
WZY,25.087222,-77.323889
DZU,29.7,105.8
BUU,6.266667,-7.05
CIV,55.216667,-132.216667
SFF,47.666667,-117.325
CGZ,32.883333,-111.75
JKH,38.335278,26.134722
IOK,-8.4,146.266667
TKW,-5.3,142.216667
HRS,-28.233333,29.1
CUB,-10.75,-67.866667
LSP,11.733333,-70.2
BSU,1.216667,19.8
WMP,-16.066667,47.633333
MZP,-41.116667,173.0
SPV,-3.9,143.683333
AAU,-13.458333,-172.6
EBM,31.717222,9.267222
LDY,55.042778,-7.161111
ODH,51.25,-0.933333
MEB,-37.7,144.866667
RTY,-29.0,138.733333
YKY,51.45,-109.166667
GDJ,-6.733333,23.95
WFB,55.366667,-131.65
DBT,11.966667,38.0
SHC,14.083333,38.283333
IAM,28.051667,9.642778
VNR,-16.866667,141.916667
YWJ,65.183333,-123.416667
YPF,48.433333,-123.4
YRN,51.466667,-127.583333
YSK,56.55,-79.216667
LLW,-13.789444,33.781111
KBR,6.166944,102.293056
GUD,16.35,-3.6
MFD,40.816667,-82.516667
AZB,-10.3,149.333333
MQM,38.533333,35.733333
VIN,49.233333,28.483333
GFR,48.882778,-1.563889
XYT,46.483333,-0.633332999999999
ZGM,-15.966667,25.95
UGN,42.35,-87.833333
KIH,26.483333,53.95
HFA,32.8,35.05
OUZ,22.7,-12.5
SDN,61.766667,6.216667
XBN,-9.633333,149.316667
EME,53.366667,7.2
OAN,15.523611,-86.635278
RTC,17.0,73.316667
EWI,-3.933333,136.366667
CAH,9.166667,105.15
ASP,-23.8,133.883333
MQL,-34.233333,142.083333
CGR,-20.467222,-54.667222
QBC,52.3875,-126.595833
SHB,43.580278,144.96
FRU,43.061389,74.4775
BQI,11.4,-7.85
PMP,-6.366667,143.55
SMH,-6.083333,146.75
DMM,26.471111,49.797778
KWS,-9.033333,161.0
BUO,9.516667,45.566667
COL,56.616667,-6.616667
CAD,44.275833,-85.422222
LBS,-16.466667,179.333333
KSI,9.166667,-10.116667
IUL,-3.75,138.083333
TPK,3.466667,97.3
VEE,67.016667,-146.416667
PTM,7.566667,-70.183333
NNR,53.216667,9.466667
BMQ,-3.95,39.733333
GBK,7.800278,-12.366667
MOB,30.691111,-88.242778
CUS,31.833333,-107.633333
TNP,52.116667,7.4
CJM,10.5,99.166667
BGV,-29.166667,-51.516667
PTO,-26.216667,-52.666667
SRD,-13.283333,-64.7
ILB,-20.383333,-51.333333
YTO,43.338889,-79.619444
VRK,62.3,27.933333
GHF,49.266667,7.516667
KZI,40.283333,21.833333
KRX,-4.833333,145.666667
IAS,47.183333,27.6
NTY,-25.333889,27.173333
TPE,25.077778,121.223889
HDY,7.016667,100.45
BTN,34.616667,-79.683333
CFA,58.230556,-157.5
PVW,34.166667,-101.716667
CLE,41.416667,-81.85
NIN,60.05,-151.666667
JOG,-7.783333,110.433333
ZSZ,-22.666667,14.566667
WOE,51.449167,4.341944
CHD,33.307778,-111.655556
ERR,44.7925,-71.164722
MCG,62.966667,-155.633333
FSM,35.333333,-94.366667
SAN,32.733333,-117.183333
TPO,3.711944,-75.469444
CEF,44.633333,-64.85
SFD,7.866667,-67.433333
ROS,-32.833333,-60.716667
RVV,-23.866667,-1.683333
MYB,-3.45,10.683333
KRM,3.75,-59.316667
MLG,-7.926667,112.708889
CEH,-10.583333,33.8
MAI,-14.483333,35.266667
DPU,-5.833333,145.75
RDR,58.4,-1.75
PRZ,44.3,-120.85
XNG,15.116667,108.75
BEE,-12.983333,141.6
BXE,14.916667,-12.908333
DEI,-3.8,55.666667
BKT,37.083333,-77.95
AQS,-16.75,179.35
TMP,61.415278,23.587778
EKE,6.666667,-60.85
YYB,46.366667,-79.416667
PLF,9.383333,14.933333
TSU,-1.483333,174.933333
DOP,29.0,82.816667
FCY,34.95,-90.766667
WBW,41.297222,-75.851111
AGO,33.233333,-93.216667
ENN,64.55,-149.083333
CZJ,9.016667,-77.983333
XYU,56.066667,14.616667
EDR,-14.9,141.616667
KGC,-35.713889,137.521389
HTS,38.35,-82.533333
JRK,61.166667,-48.416667
SYK,65.1,-22.8
EPU,58.416667,24.483333
MBD,-25.798333,25.548056
SMZ,5.075,-55.008333
CPM,33.89,-118.243611
OGN,24.466667,122.983333
KZN,55.8,49.0
LYA,34.683333,112.466667
HGO,9.416667,-5.616667
FVR,-15.3,128.066667
ZCD,49.920556,10.914167000000000
KTG,-6.9,113.283333
WNS,26.2,68.366667
PEW,34.033333,71.616667
KGW,-9.05,146.833333
MCX,42.966667,47.5
GTA,52.583333,29.0
LRL,9.55,1.2
EZS,38.6,39.283333
BDD,-10.116667,142.133333
TZL,44.458611,18.724722
YAV,66.5,-1.4
GZW,35.6,47.016667
ZJY,40.9,12.966667
RGN,16.852778,96.133333
SKN,68.583333,15.016667
SNA,33.666667,-117.866667
VGT,36.216667,-115.2
SNY,41.1,-102.983333
GXG,-7.516667,15.833333
PAI,12.85,102.583333
ZAS,22.840833,113.245278
GEI,-4.5,154.166667
TSR,47.438889,22.089722
MVL,44.583333,-72.625
IDG,42.35,-95.466667
PRO,18.6,-74.05
GCN,35.95,-112.15
SGH,44.633333,-64.85
TOV,18.45,-64.6
EUO,4.383333,-73.2
DBB,30.15,28.083333
THR,35.689167,51.313333
VCT,28.85,-96.916667
DCR,40.833333,-84.933333
LPO,41.6,-86.716667
MJA,-21.416667,44.316667
BAA,-5.316667,151.033333
RMQ,23.488056,121.12
TSO,49.95,-6.316667
JSM,-44.033333,-70.466667
BRJ,-36.733333,146.966667
BUC,-17.75,139.533333
KSV,-23.666667,140.75
YUE,-22.266667000000000,131.783333
CAM,-20.016667,-63.566667
TBF,-1.333333,174.833333
MAV,8.75,171.1
PCL,-8.366667,-74.583333
LBX,13.865556,120.105
MWN,-3.5,33.616667
FBR,41.316667,-110.383333
KWT,60.8,-161.45
EKI,41.716667,-85.983333
BDK,8.033333,-2.8
GAT,44.458333,6.025
CKY,9.566667,-13.616667
FOT,32.183333,152.516667
HTL,52.333333,-1.716667
TSE,51.167222,71.466944
TGD,42.359444,19.251944
SKH,28.583333,81.633333
KRI,-7.483333,144.05
ITP,-21.2,-41.9
PBI,26.683056,-80.095556
OTG,43.65,-95.583333
GOK,35.883333,-97.416667
PBO,-23.233333,117.516667
POI,-19.533333,-65.75
HIB,47.383333,-92.833333
MOU,62.083333,-163.733333
ELZ,42.116667,-77.933333
INK,31.783333,-103.2
KHI,24.906667,67.160833
IIS,-4.333333,154.341667
LEW,44.05,-70.283333
TCD,4.933333,-72.2
ABS,22.366667,31.616667
BFE,52.0,8.5
GWT,54.916667,8.35
WMR,-16.166667,49.766667
DAP,29.666667,80.5
CWP,33.766667,72.366667
TIM,-4.528333,136.8875
LMZ,-10.766667,40.483333
DAO,13.133333,42.166667
DOK,48.083333,37.75
MIE,40.233333,-85.4
LSB,32.416667,-108.666667
MLL,61.883333,-162.066667
BWU,-33.916667,150.983333
TGV,11.917778,-1.6566670000000000
YAL,50.583333,-126.933333
XFZ,46.8,-71.25
YKE,55.05,-94.666667
AOG,41.166667,123.033333
LZO,28.883333,105.35
CCC,22.513333,-78.510833
AUR,44.891667,-2.416667
RCP,-4.733333,12.65
JBT,60.8,-161.766667
TSL,21.533333,-98.108333
CXN,11.833333,49.958333
KOB,5.0,10.008333
UTR,17.669444,100.243889
PLS,21.766667000000000,-72.266667
ZBZ,44.018333,114.955556
SZJ,21.65,-82.95
ZGE,51.166667,15.0
CMC,-2.9,-40.833333
MBR,16.0,-12.508333
KMX,18.3,42.8
WYE,8.616667,-11.05
UGI,57.883333,-153.5
ZOF,52.283333,-127.766667
YBQ,48.966667,-1.666667
KCF,27.166667,69.316667
BEC,37.686389,-97.221111
PYB,18.85,82.583333
BTW,-3.45,116.0
GLE,45.4,2.9
WBA,-10.3,142.683333
ARS,-15.896667,-52.095556
ZRP,40.733333,-74.166667
PTD,56.25,-134.65
EUN,27.15,-13.2
MNU,16.433333,97.666667
CSK,12.4,-16.75
LGX,3.8,42.05
BIY,-32.833333,27.333333
SBO,39.029167,-111.8375
XSD,62.2,34.283333
KBC,66.266667,-145.8
CZT,28.516667000000000,-99.866667
MEL,-37.673333,144.843333
YHP,52.083333,-94.3
USH,-54.843333,-68.295833
DIC,-8.566667,125.533333
PLG,44.633333,2.566667
GMY,51.15,6.366667
ALL,44.033333,8.116667
LIV,65.4725,-148.669167
WSB,55.55,-133.633333
HOU,29.645556,-95.278889
MPI,9.183333,-77.983333
ROD,-33.766667,19.833333
FHU,31.588333,-110.344444
ONY,33.366667,-98.75
YBT,57.883333,-101.683333
YEM,45.8475,-81.862778
YED,53.319444,-113.6
CFE,45.783333,3.166667
MBE,44.266667,143.383333
GZT,37.066667,37.333333
NOU,-22.266667000000000,166.45
NGB,29.826667,121.461944
ZJX,38.783333,15.216667
KMQ,36.383333,136.416667
KUK,60.866667,-162.533333
KNT,36.233333,-90.05
GOE,-5.383333,151.866667
MAG,-5.208333,145.783333
MWU,-1.5,149.666667
SJL,-30.333333,-54.316667
PET,-31.716667,-52.316667
YXQ,52.733333,-1.116667
NOV,-12.783333,15.766667
DDN,-16.916667,141.3
LDO,4.383333,-55.416667
UCY,36.416667,-89.05
ONX,9.356667,-79.8675
GRX,37.188611,-3.777222
SQO,65.233333,16.9
MAQ,16.716667,98.566667
LRE,-23.433333,144.266667
MBN,-16.666667,125.95
TRO,-31.9,152.466667
GUJ,-22.791667,-45.204722
ELV,58.183333,-136.316667
SAC,38.516667,-121.483333
HFN,64.233333,-15.233333
WGO,39.183333,-78.166667
PTK,42.666667,-83.4
WDR,33.983333,-83.666667
LSM,4.216667,115.6
KPD,40.083333,-75.383333
JMH,42.033333,-88.083333
STC,45.583333,-94.183333
PSF,42.433333,-73.3
DMO,38.833333,-93.416667
MXX,61.0,14.55
RBH,58.55,-155.8
LGY,8.516667,-71.4
APT,35.066667,-85.633333
MWJ,6.55,-59.9
MOH,27.483333,95.016667
EBL,36.2375,43.963056
RIS,45.183333,141.25
BLZ,-15.683333,34.966667
KIA,-6.266667,146.25
SIM,-4.0,144.0
BQU,12.988333,-61.261944
NYE,-0.2,36.95
MON,-43.783333,170.133333
NUT,-5.633333,151.383333
OLK,-21.033333,-57.9
JHE,56.05,12.7
AYQ,-25.333333,131.033333
MCN,32.683333,-83.65
IIA,53.091944,-9.57
BPC,6.05,10.116667
YSN,50.683333,-119.233333
MIJ,6.083333,171.75
ESB,40.133333,33.0
AIU,-20.033333,-158.1
RBW,32.9,-80.666667
NIO,-2.75,17.7
WDB,55.45,-131.783333
TRM,46.591111,13.825556
RAS,37.333333,49.6
FER,62.05,-93.333333
UVO,-5.416667,151.833333
HHA,28.189167,113.219722
ZJS,45.6,22.066667
PBN,-10.7,13.75
COJ,-31.333333,149.266667
WLO,-16.633333,129.316667
ZFB,51.583333,-57.916667
ODA,8.0,22.416667
SRH,9.15,18.383333
GDZ,44.566667,38.016667
ELL,-23.666667,27.616667
KOI,58.933333,-2.9
AUG,44.316667,-69.8
BYK,7.733333,-5.066667
AQB,15.366667,-89.8
SMO,34.015833,-118.45
EBJ,55.5,8.483333
BRX,18.216667,-71.116667
XYL,45.75,4.85
AXR,-15.35,-146.666667
ZMR,45.7,7.666667
MJS,-25.35,32.216667
ARP,-9.9,149.466667
NWH,43.333333,-72.166667
VSF,43.333333,-72.516667
WAH,46.266667,-96.6
ATY,44.916667,-97.15
UTN,-28.416667,21.266667000000000
MBL,44.266667,-86.25
BYA,64.083333,-141.116667
KFP,54.85,-163.416667
TEC,-24.35,-50.616667
MLR,-37.633333,140.583333
YBS,-39.8,176.683333
ATU,52.833333,173.183333
BHR,27.683333,84.416667
KGX,62.666667,-160.008333
GMU,34.848056,-82.35
ORQ,41.116667,-73.45
ATO,39.333333,-82.1
HLP,-6.266667,106.883333
OMJ,35.083333,140.1
KEP,28.0,81.633333
LNJ,23.9,100.033333
NDZ,53.768611,8.644722
XTA,39.142222,117.176667
RAK,31.606944,-8.036389
OMG,-18.0,22.066667
OMM,18.133333,55.266667
HYF,-3.633333,143.05
TOK,-6.233333,155.05
URJ,60.116667,64.833333
UTE,-32.383333,28.066667
ONH,42.45,-75.116667
RID,39.757222,-84.842778
KYO,54.433333,23.65
LSC,-29.466667,-71.933333
GGS,-48.766667,-70.2
ABH,-23.7,146.583333
MSF,-22.666667,134.916667
IRD,24.15,89.05
EHM,58.633333,-162.066667
HSC,24.833333,113.616667
YLN,46.316667,129.566667
SPU,43.533333,16.3
RBM,48.816667,12.566667
TOL,41.586944,-83.807778
CYR,-34.45,-57.766667
ESG,-22.045,-60.621667
HAS,27.516667000000000,41.75
OVG,50.75,3.866667
ERC,39.716667,39.516667
TMR,37.063611,6.5275
VLG,-38.016667,-57.583333
ULP,-26.633333,144.3
SHD,38.266667,-78.9
UII,16.091667,-86.8875
IFA,42.516667,-93.266667
KSA,5.316667,162.983333
JOP,-4.75,145.016667
DCA,38.851944,-77.037778
TEX,42.095278,8.709722
ECO,-1.616667,-73.233333
SQE,5.4,-71.7
BDT,4.253333,20.975278
SBW,2.333333,111.833333
ASG,-43.9,171.783333
DUA,18.083333,-73.85
RIL,39.516667,-107.716667
VRB,27.65,-80.416667
LWS,46.383333,-117.033333
PKB,39.35,-81.433333
CVC,-33.7,136.5
CUG,-33.3,148.702778
XJS,47.543333,10.708889
PBT,-20.716667,-57.983333
ZFZ,50.8,-1.683333
QUP,65.266667,-50.8
KTU,25.0,76.5
RMI,44.016667,12.6
UTK,11.233333,169.866667
DGO,24.0,-104.666667
BZB,-18.716667,36.333333
RZZ,36.466667,-77.666667
VPZ,41.45,-86.983333
VLI,-17.666667,168.236944
VLV,9.35,-70.616667
BDV,-7.083333,29.733333000000000
AAT,43.933333,89.5
YIW,29.266667000000000,120.05
ARF,0.533333,-70.133333
URI,3.216667,-74.4
BKY,2.45,28.833333
MPL,43.583333,3.966667
RER,14.533333,-91.683333
GBN,41.7,15.733333
HPB,61.5,-166.083333
PIT,40.491389,-80.232778
KDM,0.488056,72.995556
AZP,19.35,-99.116667
CUN,21.036667,-86.876944
GGC,-14.116667,21.433333
TGN,-38.183333,146.533333
PLX,50.333333,80.25
SZS,-47.0,167.866667
AFR,-9.133333,148.383333
MQF,53.393056,58.755556
MBQ,-0.616667,30.65
SPF,44.483333,-103.85
LIJ,54.9,-132.75
HBG,19.233333,-72.233333
XFN,32.05,112.016667
TNO,10.355833,-85.850278
QPW,65.85,-53.316667
IRN,15.95,-85.183333
YAF,45.766667,-71.95
RHI,45.633333,-89.45
MBT,12.366667,123.066667
AFI,6.916667,-75.066667
LUN,-15.416667,28.333333
BFK,36.863333,-99.618611
LKI,-19.233333,18.2
KGY,-26.580833,151.841111
KUJ,33.433333,135.783333
0A7,35.316667,-82.45
OKH,52.666667,-0.733333
ZCO,-38.766944,-72.637222
NZH,49.6,117.433333
KWZ,-10.765833,25.505833
LGQ,0.1,-76.883333
SEC,44.883333,6.691667
VRN,45.466667,10.933333
CMT,-2.25,-49.5
NSI,3.7225,11.553333
AMB,-13.183333,48.983333
BKM,3.966667,115.616667
NMS,20.883333,97.75
PEB,-17.25,38.183333
KMB,-5.5,144.633333
LGN,-5.683333,149.416667
ULE,-4.966667,151.316667
BPH,8.2,126.366667
GVA,46.238056,6.108889
JIN,0.45,33.2
CNE,38.416667,-105.1
RNH,45.116667,-92.533333
ARR,-45.166667,-71.0
CCP,-36.79,-73.084444
DYG,29.133333,110.483333
BCY,6.216667,36.666667
AUT,-8.0,125.675
ULM,44.316667,-94.5
PDX,45.588611,-122.5975
GXF,15.983333,48.891667
HKN,-5.75,150.416667
ZEN,-6.95,146.616667
SOP,35.215278,-79.588333
OUU,-2.983333,10.3
AOC,50.983333,12.508333
PEF,54.15,13.766667
HHP,22.25,114.183333
RJH,24.416667,88.508333
ISJ,21.266667000000000,-86.75
ZWH,-22.5,17.0
ADH,58.6,125.4
KDA,12.883333,-14.966667
ZNA,49.15,-1.916667
YXN,62.183333,-92.6
LPE,3.733333,-76.216667
TOO,42.283333,13.283333
OVD,43.333333,-6.0
LSR,65.4,-167.15
IOS,-14.815833,-39.033333
BOV,-3.366667,153.333333
POB,35.170833,-79.014444
SCC,70.333333,-148.333333
